room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
7558709,39621204,Entire home/apt,,24,0,0.0,4,2.0,90.0,,56.158109,10.190446,2017-03-30 22:18:48.503662
5418144,2574799,Entire home/apt,,24,0,0.0,4,2.0,97.0,,56.165334,10.229723,2017-03-30 22:18:48.498153
7229663,11161746,Entire home/apt,,24,0,0.0,4,1.0,97.0,,56.159328,10.21073,2017-03-30 22:18:48.493312
4255675,22084411,Entire home/apt,,24,0,0.0,2,1.0,97.0,,56.144777,10.198861,2017-03-30 22:18:48.487126
13861690,5763679,Entire home/apt,,5,0,0.0,6,3.0,90.0,,56.196484,10.233802,2017-03-30 22:18:48.484085
13286769,6515221,Entire home/apt,,24,22,5.0,4,0.0,84.0,,56.164053,10.20379,2017-03-30 22:18:48.481271
16817396,8383085,Entire home/apt,,6,1,0.0,4,2.0,90.0,,56.150352,10.16003,2017-03-30 22:18:48.478018
7281634,37230918,Entire home/apt,,24,8,5.0,2,1.0,101.0,,56.154243,10.209591,2017-03-30 22:18:48.472419
14100552,7639425,Entire home/apt,,24,1,0.0,3,1.0,90.0,,56.154578,10.210319,2017-03-30 22:18:48.469795
4596312,23825003,Entire home/apt,,24,0,0.0,3,1.0,97.0,,56.160807,10.211648,2017-03-30 22:18:48.466017
17187504,115678132,Entire home/apt,,9,0,0.0,8,5.0,90.0,,56.126266,10.111751,2017-03-30 22:18:48.463607
17390677,26288804,Entire home/apt,,24,0,0.0,2,1.0,89.0,,56.163293,10.227213,2017-03-30 22:18:48.460393
1205477,3580555,Entire home/apt,,5,4,4.5,4,2.0,87.0,,56.187484,10.232343,2017-03-30 22:18:48.457382
9654947,17259453,Entire home/apt,,5,6,4.5,6,2.0,97.0,,56.194902,10.224874,2017-03-30 22:18:48.453757
7200737,37704005,Entire home/apt,,9,0,0.0,6,3.0,89.0,,56.132335,10.11406,2017-03-30 22:18:48.449328
1002870,5478617,Entire home/apt,,4,1,0.0,4,2.0,97.0,,56.178459,10.196474,2017-03-30 22:18:48.446187
13896614,82332495,Entire home/apt,,24,0,0.0,4,2.0,90.0,,56.17059,10.21948,2017-03-30 22:18:47.130558
10385503,4544488,Entire home/apt,,24,0,0.0,4,3.0,89.0,,56.143251,10.192164,2017-03-30 22:18:47.127244
16960438,112572712,Entire home/apt,,1,1,0.0,6,2.0,85.0,,56.121348,10.179034,2017-03-30 22:18:47.121293
5990025,2254663,Entire home/apt,,24,3,4.5,2,1.0,99.0,,56.151848,10.200677,2017-03-30 22:18:47.118783
6963704,13012871,Entire home/apt,,24,17,5.0,4,2.0,89.0,,56.159121,10.210992,2017-03-30 22:18:47.113057
13528221,33132635,Entire home/apt,,24,11,4.5,4,2.0,103.0,,56.164808,10.207371,2017-03-30 22:18:47.108950
7326485,8697891,Entire home/apt,,24,7,5.0,3,1.0,88.0,,56.163107,10.201372,2017-03-30 22:18:47.105744
1527153,7769490,Entire home/apt,,24,18,5.0,3,2.0,102.0,,56.16337,10.203901,2017-03-30 22:18:47.100893
9162844,26485850,Entire home/apt,,4,0,0.0,4,3.0,97.0,,56.18408,10.203407,2017-03-30 22:18:47.097420
3496870,17606589,Entire home/apt,,24,0,0.0,3,2.0,94.0,,56.155794,10.19747,2017-03-30 22:18:47.094385
4747205,15946722,Entire home/apt,,2,5,4.5,7,5.0,85.0,,56.126145,10.191291,2017-03-30 22:18:47.092038
13973028,59487543,Entire home/apt,,9,2,0.0,6,4.0,95.0,,56.130165,10.116487,2017-03-30 22:18:47.088282
4013846,20811010,Entire home/apt,,4,27,4.5,5,3.0,90.0,,56.176184,10.202899,2017-03-30 22:18:47.086084
17673025,43773451,Entire home/apt,,24,0,0.0,4,1.0,85.0,,56.159261,10.206104,2017-03-30 22:18:47.083751
9632546,49816968,Entire home/apt,,24,22,5.0,4,1.0,90.0,,56.152906,10.185971,2017-03-30 22:18:47.080472
1918678,9924828,Entire home/apt,,5,0,0.0,10,3.0,97.0,,56.185071,10.229078,2017-03-30 22:18:45.536686
6935142,36358822,Entire home/apt,,24,2,0.0,4,2.0,97.0,,56.159869,10.212271,2017-03-30 22:18:45.534687
382541,1823118,Entire home/apt,,3,0,0.0,7,3.0,97.0,,56.160741,10.153818,2017-03-30 22:18:45.530498
7806586,41091044,Entire home/apt,,24,1,0.0,4,1.0,90.0,,56.144382,10.200255,2017-03-30 22:18:45.527455
6266788,32567245,Entire home/apt,,24,0,0.0,4,2.0,97.0,,56.16252,10.208611,2017-03-30 22:18:45.525384
17714747,30789415,Entire home/apt,,5,0,0.0,4,1.0,90.0,,56.200231,10.20579,2017-03-30 22:18:45.523322
3917946,7854069,Entire home/apt,,24,0,0.0,4,2.0,90.0,,56.155472,10.184081,2017-03-30 22:18:45.520605
17456451,118188284,Entire home/apt,,2,0,0.0,6,4.0,100.0,,56.124154,10.190829,2017-03-30 22:18:45.518465
2566969,3377126,Entire home/apt,,24,26,5.0,4,1.0,89.0,,56.163956,10.203846,2017-03-30 22:18:45.515573
1000875,5503494,Entire home/apt,,4,13,4.5,6,3.0,85.0,,56.182428,10.207488,2017-03-30 22:18:45.511277
9982781,51294903,Entire home/apt,,24,0,0.0,4,3.0,89.0,,56.162731,10.213604,2017-03-30 22:18:45.508986
8348167,44002345,Entire home/apt,,24,29,5.0,4,1.0,90.0,,56.169857,10.214586,2017-03-30 22:18:45.500416
17527601,22240520,Entire home/apt,,1,0,0.0,4,1.0,90.0,,56.139555,10.193925,2017-03-30 22:18:43.834827
16978127,22568904,Entire home/apt,,24,4,5.0,3,2.0,90.0,,56.145897,10.195529,2017-03-30 22:18:43.830859
6774641,35467066,Entire home/apt,,24,3,5.0,4,1.0,93.0,,56.145714,10.190803,2017-03-30 22:18:43.827978
13591860,33830632,Entire home/apt,,24,0,0.0,4,2.0,64.0,,56.142523,10.191872,2017-03-30 22:15:43.022928
9086657,47383121,Entire home/apt,,4,0,0.0,5,3.0,67.0,,56.189994,10.196795,2017-03-30 22:15:43.019613
5157771,26673733,Entire home/apt,,5,7,4.5,7,3.0,74.0,,56.205574,10.250497,2017-03-30 22:15:43.016442
13169660,73585297,Entire home/apt,,24,1,0.0,3,1.0,67.0,,56.163538,10.203181,2017-03-30 22:15:43.013068
16668420,110255937,Entire home/apt,,3,1,0.0,6,4.0,82.0,,56.169124,10.180007,2017-03-30 22:15:43.009935
11453679,40567058,Entire home/apt,,24,1,0.0,3,2.0,71.0,,56.157454,10.191119,2017-03-30 22:15:43.006020
14660726,81568871,Entire home/apt,,24,7,4.0,2,1.0,82.0,,56.153864,10.187795,2017-03-30 22:15:43.003733
6571211,34368697,Entire home/apt,,24,2,0.0,3,1.0,67.0,,56.164585,10.199634,2017-03-30 22:15:43.000875
12919891,16920329,Entire home/apt,,24,1,0.0,6,2.0,67.0,,56.156196,10.19934,2017-03-30 22:15:42.997741
7636242,40062052,Entire home/apt,,24,0,0.0,2,1.0,67.0,,56.160063,10.196877,2017-03-30 22:15:42.994853
13368397,73073461,Entire home/apt,,24,3,3.5,4,1.0,67.0,,56.169829,10.219463,2017-03-30 22:15:41.486360
6565985,34345081,Entire home/apt,,4,3,5.0,3,1.0,74.0,,56.172446,10.200591,2017-03-30 22:15:41.484141
15022189,7269121,Entire home/apt,,24,2,0.0,4,2.0,67.0,,56.170808,10.218928,2017-03-30 22:15:41.481907
6656535,34839797,Entire home/apt,,2,0,0.0,6,1.0,74.0,,56.150534,10.182704,2017-03-30 22:15:41.478945
12925343,69972998,Entire home/apt,,24,14,4.5,2,1.0,71.0,,56.148825,10.200102,2017-03-30 22:15:41.476471
10916280,32187033,Entire home/apt,,24,0,0.0,4,1.0,67.0,,56.165753,10.22407,2017-03-30 22:15:41.473837
13134042,36445948,Entire home/apt,,10,7,5.0,4,2.0,64.0,,56.151357,10.128927,2017-03-30 22:15:41.471640
13627731,28150368,Entire home/apt,,24,1,0.0,2,1.0,82.0,,56.145151,10.201234,2017-03-30 22:15:41.468853
11727102,51532321,Entire home/apt,,24,0,0.0,4,2.0,72.0,,56.155142,10.191884,2017-03-30 22:15:41.466449
8500200,9834812,Entire home/apt,,24,24,5.0,4,1.0,73.0,,56.163488,10.203697,2017-03-30 22:15:41.464303
2853371,14588102,Entire home/apt,,6,0,0.0,2,1.0,67.0,,56.158016,10.18241,2017-03-30 22:15:41.461507
6983440,36615517,Entire home/apt,,5,0,0.0,5,3.0,74.0,,56.205357,10.250367,2017-03-30 22:15:41.458594
14503460,10164918,Entire home/apt,,24,4,4.5,4,1.0,65.0,,56.16538,10.21828,2017-03-30 22:15:41.455660
14201191,80313679,Entire home/apt,,24,19,5.0,2,1.0,74.0,,56.157039,10.197032,2017-03-30 22:15:41.453330
17716094,120761790,Entire home/apt,,1,1,0.0,2,1.0,67.0,,56.140316,10.199282,2017-03-30 22:15:41.451125
9560037,26842085,Entire home/apt,,24,2,0.0,2,1.0,63.0,,56.15732,10.204063,2017-03-30 22:15:41.448501
7592648,37052219,Entire home/apt,,2,1,0.0,2,1.0,74.0,,56.13672,10.172907,2017-03-30 22:15:41.445371
4783208,9848256,Entire home/apt,,24,0,0.0,2,1.0,74.0,,56.144519,10.193943,2017-03-30 22:15:41.441457
6787550,24792099,Entire home/apt,,24,1,0.0,3,1.0,74.0,,56.16478,10.226044,2017-03-30 22:15:39.548002
16991020,74801652,Entire home/apt,,24,0,0.0,3,1.0,74.0,,56.145341,10.200889,2017-03-30 22:15:39.545065
11975920,34417545,Entire home/apt,,24,0,0.0,4,1.0,67.0,,56.155854,10.195347,2017-03-30 22:15:39.542113
8285603,17779744,Entire home/apt,,24,0,0.0,4,1.0,67.0,,56.156551,10.194511,2017-03-30 22:15:39.539989
6978027,26810859,Entire home/apt,,24,0,0.0,2,1.0,74.0,,56.142218,10.194906,2017-03-30 22:15:39.534570
14660802,91070085,Entire home/apt,,24,5,4.5,4,2.0,74.0,,56.150847,10.194415,2017-03-30 22:15:39.531669
13086283,15006982,Entire home/apt,,24,0,0.0,3,1.0,66.0,,56.159175,10.195918,2017-03-30 22:15:39.528924
16328011,34208178,Entire home/apt,,24,1,0.0,4,1.0,67.0,,56.144208,10.202521,2017-03-30 22:15:39.526201
7376016,38637140,Entire home/apt,,3,0,0.0,5,3.0,74.0,,56.168332,10.168386,2017-03-30 22:15:39.523392
14052609,7712990,Entire home/apt,,4,0,0.0,5,3.0,74.0,,56.170721,10.197037,2017-03-30 22:15:39.520747
9412409,8182422,Entire home/apt,,24,5,5.0,2,1.0,74.0,,56.155207,10.195379,2017-03-30 22:15:39.517821
15936426,103428593,Entire home/apt,,24,5,4.5,4,2.0,82.0,,56.158401,10.202966,2017-03-30 22:15:39.515435
6367816,31926309,Entire home/apt,,4,40,5.0,4,1.0,82.0,,56.172817,10.200673,2017-03-30 22:15:39.512388
6762664,35078324,Entire home/apt,,6,8,5.0,5,2.0,82.0,,56.158838,10.149467,2017-03-30 22:15:39.508554
4229517,21950149,Entire home/apt,,3,0,0.0,2,1.0,67.0,,56.165701,10.18582,2017-03-30 22:15:39.505739
11164610,45004143,Entire home/apt,,24,1,0.0,4,2.0,74.0,,56.171755,10.2111,2017-03-30 22:15:39.503033
17278431,19488725,Entire home/apt,,24,3,5.0,4,1.0,82.0,,56.159123,10.19068,2017-03-30 22:15:39.500803
2887638,1809290,Entire home/apt,,24,3,4.5,4,1.0,74.0,,56.158089,10.192663,2017-03-30 22:15:39.497625
1650216,8752802,Entire home/apt,,24,4,5.0,5,2.0,74.0,,56.149262,10.201464,2017-03-30 22:15:37.684531
13353207,6113053,Entire home/apt,,1,0,0.0,4,2.0,74.0,,56.12155,10.166389,2017-03-30 22:15:37.682573
6253597,32483476,Entire home/apt,,3,0,0.0,4,2.0,82.0,,56.174376,10.163068,2017-03-30 22:15:37.679812
17081304,22672851,Entire home/apt,,24,0,0.0,3,1.0,74.0,,56.148397,10.19605,2017-03-30 22:15:37.673671
13287523,44358607,Entire home/apt,,24,0,0.0,4,2.0,74.0,,56.145861,10.194003,2017-03-30 22:15:37.671253
8501602,44767236,Entire home/apt,,24,0,0.0,2,1.0,73.0,,56.146893,10.191813,2017-03-30 22:15:37.668544
7047595,36957558,Entire home/apt,,24,2,0.0,3,3.0,67.0,,56.150449,10.196243,2017-03-30 22:15:37.665288
16236989,96917614,Entire home/apt,,24,0,0.0,3,3.0,74.0,,56.156189,10.183195,2017-03-30 22:15:37.661609
8979202,6037895,Entire home/apt,,6,7,4.5,5,2.0,67.0,,56.150149,10.154336,2017-03-30 22:15:37.659428
5281661,19085736,Entire home/apt,,24,0,0.0,2,1.0,71.0,,56.145888,10.20041,2017-03-30 22:15:37.656394
7406153,23070808,Entire home/apt,,24,0,0.0,4,3.0,74.0,,56.146086,10.203332,2017-03-30 22:15:37.653440
13273448,68658254,Entire home/apt,,24,0,0.0,4,1.0,67.0,,56.165464,10.229729,2017-03-30 22:15:37.650576
17620886,119800776,Entire home/apt,,10,0,0.0,4,3.0,67.0,,56.15004,10.136804,2017-03-30 22:15:37.648294
17569970,119298812,Entire home/apt,,24,0,0.0,3,1.0,64.0,,56.160756,10.196321,2017-03-30 22:15:37.646123
13667567,22355766,Entire home/apt,,24,0,0.0,6,1.0,63.0,,56.157688,10.19053,2017-03-30 22:15:37.642260
7034142,17664368,Entire home/apt,,24,10,5.0,4,0.0,67.0,,56.155681,10.209613,2017-03-30 22:15:37.639709
11236832,26507316,Entire home/apt,,24,2,0.0,3,1.0,74.0,,56.156376,10.198287,2017-03-30 22:15:37.636870
14814096,91466538,Entire home/apt,,24,4,4.5,2,1.0,82.0,,56.147716,10.202321,2017-03-30 22:15:37.634177
6241674,31950609,Entire home/apt,,24,1,0.0,4,2.0,63.0,,56.170462,10.218571,2017-03-30 22:15:35.802622
17924733,116972915,Entire home/apt,,24,0,0.0,4,1.0,63.0,,56.157655,10.183829,2017-03-30 22:15:35.799277
7751516,40753596,Entire home/apt,,24,1,0.0,2,1.0,71.0,,56.164445,10.21661,2017-03-30 22:15:35.796531
13762541,21225269,Entire home/apt,,24,0,0.0,4,2.0,74.0,,56.161046,10.213086,2017-03-30 22:15:35.794467
11386762,59583848,Entire home/apt,,24,5,3.5,2,1.0,82.0,,56.170758,10.211448,2017-03-30 22:15:35.791741
12986464,71519039,Entire home/apt,,24,6,5.0,4,2.0,70.0,,56.148759,10.206829,2017-03-30 22:15:35.789413
15871345,64264471,Entire home/apt,,24,0,0.0,5,2.0,74.0,,56.154724,10.196392,2017-03-30 22:15:35.787119
7844605,15856860,Entire home/apt,,24,0,0.0,2,1.0,67.0,,56.16936,10.209595,2017-03-30 22:15:35.784292
17017776,97763495,Entire home/apt,,24,4,4.5,2,1.0,82.0,,56.164121,10.214578,2017-03-30 22:15:35.782113
13446950,74104749,Entire home/apt,,24,0,0.0,2,1.0,67.0,,56.145652,10.201359,2017-03-30 22:15:35.779367
13002225,5183683,Entire home/apt,,24,11,5.0,4,1.0,67.0,,56.171584,10.205028,2017-03-30 22:15:35.776698
13077155,72516605,Entire home/apt,,24,3,5.0,4,1.0,74.0,,56.157352,10.203504,2017-03-30 22:15:35.774228
17403182,117657376,Entire home/apt,,2,0,0.0,4,1.0,74.0,,56.146989,10.184925,2017-03-30 22:15:35.772006
7130168,37345357,Entire home/apt,,24,0,0.0,4,1.0,74.0,,56.147703,10.191495,2017-03-30 22:15:35.769301
13410055,76365790,Entire home/apt,,24,8,5.0,4,2.0,82.0,,56.171946,10.218254,2017-03-30 22:15:35.767186
7794111,36150732,Entire home/apt,,24,2,0.0,4,1.0,74.0,,56.155393,10.194258,2017-03-30 22:15:35.764335
17796920,9925324,Entire home/apt,,24,0,0.0,2,1.0,67.0,,56.163802,10.200724,2017-03-30 22:15:35.762073
4491084,23297409,Entire home/apt,,24,0,0.0,4,3.0,72.0,,56.158816,10.19794,2017-03-30 22:15:35.758834
17276116,116504116,Entire home/apt,,24,3,5.0,4,2.0,74.0,,56.151964,10.18911,2017-03-30 22:15:34.191304
2873596,6791140,Entire home/apt,,24,66,4.5,2,2.0,74.0,,56.162799,10.208614,2017-03-30 22:15:34.188429
11393832,54098227,Entire home/apt,,24,11,5.0,3,1.0,67.0,,56.143549,10.191581,2017-03-30 22:15:34.185208
12279956,18619347,Entire home/apt,,24,5,5.0,4,2.0,74.0,,56.159139,10.200257,2017-03-30 22:15:34.182983
14645560,4892152,Entire home/apt,,2,4,4.0,4,1.0,78.0,,56.126389,10.164351,2017-03-30 22:15:34.180414
6639129,34748421,Entire home/apt,,6,1,0.0,4,2.0,74.0,,56.149642,10.157665,2017-03-30 22:15:34.178119
12895799,70621336,Entire home/apt,,24,1,0.0,4,2.0,77.0,,56.155698,10.199525,2017-03-30 22:15:34.175333
10908942,26860054,Entire home/apt,,5,7,4.0,4,1.0,74.0,,56.199069,10.205034,2017-03-30 22:15:34.171016
15640440,18916843,Entire home/apt,,24,2,0.0,5,2.0,79.0,,56.143762,10.190295,2017-03-30 22:15:34.168115
17718131,16422585,Entire home/apt,,24,0,0.0,2,1.0,67.0,,56.158628,10.207366,2017-03-30 22:15:34.165528
2926376,1861239,Entire home/apt,,24,1,0.0,3,1.0,74.0,,56.149174,10.197001,2017-03-30 22:15:34.159106
17282641,51095443,Entire home/apt,,24,0,0.0,4,1.0,74.0,,56.146924,10.191147,2017-03-30 22:15:34.155125
8838282,46287080,Entire home/apt,,24,0,0.0,2,1.0,74.0,,56.156522,10.20698,2017-03-30 22:15:34.152080
10757244,55627910,Entire home/apt,,5,6,5.0,4,2.0,72.0,,56.204787,10.206486,2017-03-30 22:15:34.148885
3076873,7025303,Entire home/apt,,24,37,5.0,4,2.0,71.0,,56.153321,10.208006,2017-03-30 22:15:34.145644
13357924,75764698,Entire home/apt,,24,2,0.0,3,1.0,63.0,,56.160112,10.214105,2017-03-30 22:15:34.143269
12198317,65580801,Entire home/apt,,24,10,4.5,4,1.0,67.0,,56.161948,10.210409,2017-03-30 22:15:34.139464
11308790,59058449,Entire home/apt,,24,12,4.5,3,0.0,69.0,,56.158038,10.208748,2017-03-30 22:15:32.265753
16061468,12108188,Entire home/apt,,24,0,0.0,4,2.0,82.0,,56.146872,10.192768,2017-03-30 22:15:32.263013
12271099,66097581,Entire home/apt,,24,7,5.0,3,1.0,67.0,,56.147031,10.208621,2017-03-30 22:15:32.260973
3941573,13886577,Entire home/apt,,3,12,5.0,4,2.0,67.0,,56.173256,10.173164,2017-03-30 22:15:32.257879
7279716,6723167,Entire home/apt,,24,16,5.0,4,1.0,79.0,,56.158946,10.200166,2017-03-30 22:15:32.255129
17228031,27888210,Entire home/apt,,2,1,0.0,4,1.0,66.0,,56.143941,10.187037,2017-03-30 22:15:32.252965
13606894,78736573,Entire home/apt,,24,1,0.0,2,2.0,69.0,,56.162282,10.213504,2017-03-30 22:15:32.249927
13363341,13478505,Entire home/apt,,24,0,0.0,5,2.0,67.0,,56.164753,10.190873,2017-03-30 22:15:32.247151
10896872,53712988,Entire home/apt,,24,0,0.0,2,1.0,82.0,,56.154333,10.202546,2017-03-30 22:15:32.244900
11157720,58023130,Entire home/apt,,5,0,0.0,4,2.0,72.0,,56.196386,10.209633,2017-03-30 22:15:32.242594
4187698,21725866,Entire home/apt,,24,10,5.0,3,1.0,74.0,,56.161109,10.204428,2017-03-30 22:15:32.238231
12065228,64639041,Entire home/apt,,24,16,5.0,2,1.0,67.0,,56.146446,10.204862,2017-03-30 22:15:32.235870
3589482,18082609,Entire home/apt,,24,21,5.0,3,1.0,70.0,,56.146709,10.202597,2017-03-30 22:15:32.232832
6907846,14682734,Entire home/apt,,24,5,4.0,3,1.0,74.0,,56.16196,10.203407,2017-03-30 22:15:32.230258
17696865,15100782,Entire home/apt,,24,0,0.0,4,1.0,73.0,,56.169194,10.216318,2017-03-30 22:15:32.227567
8929753,46691313,Entire home/apt,,24,2,0.0,3,1.0,67.0,,56.158531,10.185189,2017-03-30 22:15:32.224801
13669906,24313493,Entire home/apt,,24,0,0.0,4,2.0,74.0,,56.163823,10.196078,2017-03-30 22:15:32.222645
13034643,9972586,Entire home/apt,,24,8,5.0,2,1.0,78.0,,56.144888,10.193899,2017-03-30 22:15:32.219191
11060627,33345202,Entire home/apt,,1,1,0.0,3,1.0,74.0,,56.141763,10.191782,2017-03-30 22:15:30.044277
17770677,21932820,Entire home/apt,,24,0,0.0,2,0.0,67.0,,56.153833,10.186662,2017-03-30 22:15:30.041921
13762694,33835455,Entire home/apt,,24,0,0.0,2,1.0,67.0,,56.145722,10.201816,2017-03-30 22:15:30.039143
17535270,17386798,Entire home/apt,,4,0,0.0,4,1.0,70.0,,56.19219,10.194531,2017-03-30 22:15:30.036994
8013209,41647821,Entire home/apt,,13,10,5.0,3,1.0,74.0,,56.231053,10.229463,2017-03-30 22:15:30.034133
15945255,38524748,Entire home/apt,,5,0,0.0,4,2.0,74.0,,56.195697,10.239758,2017-03-30 22:15:30.029747
5777395,29975293,Entire home/apt,,5,3,4.5,5,3.0,82.0,,56.19613,10.219111,2017-03-30 22:15:30.026193
15906390,4766116,Entire home/apt,,2,0,0.0,2,1.0,65.0,,56.133399,10.168627,2017-03-30 22:15:30.008384
11822242,39530055,Entire home/apt,,24,45,5.0,4,1.0,74.0,,56.147461,10.205391,2017-03-30 22:15:29.998300
3274155,16166134,Entire home/apt,,2,4,4.5,2,2.0,71.0,,56.136131,10.165461,2017-03-30 22:15:29.995428
12999669,236597,Entire home/apt,,24,0,0.0,4,2.0,72.0,,56.164187,10.200335,2017-03-30 22:15:29.992764
13545071,25592575,Entire home/apt,,24,2,0.0,2,1.0,67.0,,56.145399,10.190151,2017-03-30 22:15:29.989763
7937278,38450254,Entire home/apt,,24,0,0.0,2,1.0,67.0,,56.15756,10.188433,2017-03-30 22:15:29.986746
11643245,61738890,Entire home/apt,,24,9,5.0,2,1.0,67.0,,56.157808,10.184269,2017-03-30 22:15:29.984072
13411281,13614207,Entire home/apt,,24,7,4.5,4,2.0,74.0,,56.159954,10.200989,2017-03-30 22:15:29.981334
17294435,116663695,Entire home/apt,,24,0,0.0,4,1.0,67.0,,56.170358,10.21778,2017-03-30 22:15:29.977985
11181521,58197398,Entire home/apt,,24,1,0.0,2,0.0,67.0,,56.161771,10.21296,2017-03-30 22:15:29.974369
6534130,27748421,Entire home/apt,,4,1,0.0,4,2.0,74.0,,56.175834,10.203044,2017-03-30 22:15:29.970356
17105476,114837614,Entire home/apt,,24,0,0.0,4,2.0,82.0,,56.166262,10.203473,2017-03-30 22:15:28.409011
13277113,34713919,Entire home/apt,,5,2,0.0,5,3.0,67.0,,56.205021,10.205077,2017-03-30 22:15:28.406849
11635775,61669278,Entire home/apt,,5,9,5.0,4,2.0,74.0,,56.195189,10.254545,2017-03-30 22:15:28.404363
6680644,30527364,Entire home/apt,,24,0,0.0,2,1.0,76.0,,56.145413,10.201848,2017-03-30 22:15:28.401249
5156028,26664118,Entire home/apt,,24,0,0.0,2,1.0,72.0,,56.143941,10.194105,2017-03-30 22:15:28.398406
9407881,47568000,Entire home/apt,,5,0,0.0,4,2.0,72.0,,56.199227,10.250448,2017-03-30 22:15:28.396258
13611386,39795505,Entire home/apt,,24,0,0.0,2,1.0,67.0,,56.162801,10.200929,2017-03-30 22:15:28.394190
7230824,25787945,Entire home/apt,,4,6,4.0,6,4.0,74.0,,56.183442,10.202423,2017-03-30 22:15:28.390956
14509006,74758622,Entire home/apt,,24,11,5.0,4,1.0,71.0,,56.151495,10.209284,2017-03-30 22:15:28.384729
16516974,71749815,Entire home/apt,,3,0,0.0,5,3.0,82.0,,56.179397,10.148444,2017-03-30 22:15:28.381961
11855232,30229367,Entire home/apt,,24,0,0.0,2,1.0,63.0,,56.172944,10.218848,2017-03-30 22:15:28.379777
17050185,2476784,Entire home/apt,,24,0,0.0,5,2.0,74.0,,56.172365,10.215362,2017-03-30 22:15:28.377421
7067030,37045610,Entire home/apt,,24,0,0.0,2,1.0,67.0,,56.162661,10.204581,2017-03-30 22:15:28.375220
5829267,19992765,Entire home/apt,,24,0,0.0,2,1.0,63.0,,56.161862,10.202443,2017-03-30 22:15:28.372856
13051977,72248880,Entire home/apt,,24,4,5.0,2,1.0,71.0,,56.150162,10.198378,2017-03-30 22:15:28.366429
15659111,55827135,Entire home/apt,,24,22,4.5,4,1.0,82.0,,56.169847,10.196487,2017-03-30 22:15:28.363184
11786799,62766571,Entire home/apt,,24,5,5.0,3,1.0,69.0,,56.153517,10.194221,2017-03-30 22:15:28.359945
7834299,41259141,Entire home/apt,,24,3,5.0,2,1.0,67.0,,56.157354,10.201669,2017-03-30 22:15:28.356390
7251223,3055588,Entire home/apt,,24,4,5.0,6,3.0,74.0,,56.155761,10.198516,2017-03-30 22:15:26.662922
8592713,45188541,Entire home/apt,,24,0,0.0,2,1.0,82.0,,56.145835,10.18893,2017-03-30 22:15:26.658963
12195572,65561809,Entire home/apt,,24,16,5.0,3,2.0,67.0,,56.160889,10.202718,2017-03-30 22:15:26.655951
15121086,3873684,Entire home/apt,,24,1,0.0,3,1.0,67.0,,56.159524,10.199149,2017-03-30 22:15:26.653556
13124751,47121939,Entire home/apt,,6,3,5.0,2,1.0,77.0,,56.155031,10.180192,2017-03-30 22:15:26.650599
9248729,21206875,Entire home/apt,,24,2,0.0,2,2.0,82.0,,56.163829,10.200007,2017-03-30 22:15:26.648320
10869257,56309555,Entire home/apt,,4,0,0.0,5,4.0,74.0,,56.201009,10.188311,2017-03-30 22:15:26.645816
17283530,116573394,Entire home/apt,,24,0,0.0,4,1.0,74.0,,56.149319,10.20702,2017-03-30 22:15:26.643448
7046257,13809849,Entire home/apt,,24,0,0.0,2,1.0,74.0,,56.145886,10.199631,2017-03-30 22:15:26.640526
13387900,46957424,Entire home/apt,,24,2,0.0,4,1.0,116.0,,56.172678,10.213511,2017-03-30 22:19:16.142448
17337918,117088938,Entire home/apt,,5,0,0.0,6,3.0,104.0,,56.195102,10.251783,2017-03-30 22:19:16.139701
12199995,16162128,Entire home/apt,,24,4,5.0,5,2.0,119.0,,56.148965,10.194289,2017-03-30 22:19:16.136850
7007464,33144434,Entire home/apt,,24,10,4.5,5,2.0,107.0,,56.149705,10.195363,2017-03-30 22:19:16.130226
1005959,5532272,Entire home/apt,,10,3,4.5,6,3.0,112.0,,56.155664,10.111566,2017-03-30 22:19:16.126828
9047315,47206988,Entire home/apt,,3,1,0.0,6,3.0,119.0,,56.178612,10.175814,2017-03-30 22:19:16.122176
13255908,70919095,Entire home/apt,,2,2,0.0,8,4.0,112.0,,56.132049,10.186551,2017-03-30 22:19:16.115077
6787784,35536545,Entire home/apt,,24,0,0.0,5,3.0,115.0,,56.17443,10.216395,2017-03-30 22:19:16.111539
10891158,30053681,Entire home/apt,,24,0,0.0,4,2.0,104.0,,56.144444,10.20271,2017-03-30 22:19:14.441652
16319929,36116557,Entire home/apt,,24,1,0.0,2,1.0,104.0,,56.162174,10.20954,2017-03-30 22:19:14.437195
16888436,43876296,Entire home/apt,,24,1,0.0,6,2.0,119.0,,56.148111,10.202658,2017-03-30 22:19:14.434404
15244278,61036825,Entire home/apt,,24,11,5.0,6,1.0,104.0,,56.159651,10.200571,2017-03-30 22:19:14.430535
6073649,6543723,Entire home/apt,,3,13,5.0,6,3.0,104.0,,56.165362,10.171974,2017-03-30 22:19:14.427749
11214562,58422470,Entire home/apt,,13,0,0.0,5,3.0,111.0,,56.233937,10.195221,2017-03-30 22:19:14.425389
5771506,29941966,Entire home/apt,,24,34,4.5,4,2.0,119.0,,56.155392,10.196913,2017-03-30 22:19:14.419436
13592683,1698817,Entire home/apt,,24,0,0.0,4,2.0,104.0,,56.163505,10.201961,2017-03-30 22:19:14.416489
